order_id,order_date,ship_date,delivery_date,warehouse_id,destination_region,product_category,carrier,shipping_cost,delivery_status
ORD-13557,2025-06-22,2025-06-25,2025-06-27,NY-01,South,Electronics,DHL,23.28,On-Time
ORD-13558,2025-03-22,2025-03-23,2025-03-26,TX-03,Northeast,Apparel,USPS,32.91,On-Time
ORD-13559,2025-03-22,2025-03-26,2025-04-01,CA-02,West,Beauty,UPS,23.3,On-Time
ORD-13560,2025-04-23,2025-04-27,2025-05-05,TX-03,Midwest,Apparel,UPS,11.64,Late
ORD-13561,2025-04-06,2025-04-08,2025-04-12,IL-04,West,Beauty,UPS,9.79,On-Time
ORD-13562,2025-03-13,2025-03-14,2025-03-17,IL-04,Midwest,Home & Kitchen,FedEx,46.6,On-Time
ORD-13563,2025-05-27,2025-05-28,2025-06-01,CA-02,West,Apparel,UPS,6.11,On-Time
ORD-13564,2025-03-04,2025-03-06,2025-03-09,TX-03,West,Home & Kitchen,UPS,9.75,On-Time
ORD-13565,2025-02-07,2025-02-09,2025-02-12,CA-02,Midwest,Sports,FedEx,25.04,On-Time
ORD-13566,2025-03-08,2025-03-09,2025-03-18,TX-03,Midwest,Apparel,FedEx,16.83,Late
ORD-13567,2025-03-10,2025-03-11,2025-03-17,TX-03,Midwest,Home & Kitchen,USPS,23.26,Late
ORD-13568,2025-01-13,2025-01-15,2025-01-17,NY-01,Midwest,Sports,FedEx,10.29,On-Time
ORD-13569,2025-06-24,2025-06-26,2025-07-01,TX-03,South,Beauty,FedEx,10.89,On-Time
ORD-13570,2025-01-31,2025-02-01,2025-02-03,IL-04,Midwest,Beauty,UPS,41.03,On-Time
ORD-13571,2025-04-24,2025-04-25,2025-04-27,IL-04,Midwest,Beauty,FedEx,39.16,On-Time
ORD-13572,2025-01-22,2025-01-27,2025-02-01,IL-04,Midwest,Beauty,USPS,9.69,On-Time
ORD-13573,2025-04-03,2025-04-05,,NY-01,Northeast,Beauty,UPS,35.05,Lost
ORD-13574,2025-06-20,2025-06-23,2025-06-27,CA-02,West,Electronics,USPS,32.42,On-Time
ORD-13575,2025-03-08,2025-03-10,2025-03-14,IL-04,Midwest,Home & Kitchen,FedEx,37.1,On-Time
ORD-13576,2025-02-23,2025-02-24,2025-03-05,IL-04,Midwest,Sports,USPS,26.35,Late
ORD-13577,2025-05-18,2025-05-19,2025-05-23,CA-02,West,Sports,USPS,17.15,On-Time
ORD-13578,2025-02-11,2025-02-12,2025-02-13,NY-01,West,Apparel,FedEx,34.87,On-Time
ORD-13579,2025-03-05,2025-03-08,2025-03-11,TX-03,South,Home & Kitchen,FedEx,21.71,On-Time
ORD-13580,2025-05-06,2025-05-08,2025-05-11,CA-02,West,Electronics,USPS,14.85,On-Time
ORD-13581,2025-01-21,2025-01-22,2025-01-24,TX-03,West,Electronics,FedEx,23.39,On-Time
ORD-13582,2025-06-18,2025-06-23,2025-06-29,TX-03,Northeast,Home & Kitchen,UPS,39.35,On-Time
ORD-13583,2025-06-01,2025-06-02,2025-06-04,TX-03,South,Beauty,FedEx,26.41,On-Time
ORD-13584,2025-02-04,2025-02-09,2025-02-10,CA-02,Northeast,Beauty,FedEx,18.49,On-Time
ORD-13585,2025-01-30,2025-02-04,2025-02-06,CA-02,West,Home & Kitchen,FedEx,42.43,On-Time
ORD-13586,2025-02-26,2025-02-27,2025-03-02,TX-03,Midwest,Sports,UPS,44.67,On-Time
ORD-13587,2025-02-16,2025-02-17,2025-02-21,NY-01,South,Beauty,UPS,24.5,On-Time
ORD-13588,2025-06-12,2025-06-14,2025-06-18,NY-01,West,Apparel,FedEx,21.86,On-Time
ORD-13589,2025-01-19,2025-01-21,2025-01-26,NY-01,West,Electronics,USPS,32.57,On-Time
ORD-13590,2025-04-24,2025-04-26,2025-04-30,IL-04,Midwest,Beauty,UPS,7.61,On-Time
ORD-13591,2025-01-08,2025-01-13,2025-01-15,TX-03,Midwest,Sports,DHL,36.11,On-Time
ORD-13592,2025-01-26,2025-01-29,2025-01-31,IL-04,Midwest,Beauty,DHL,40.2,On-Time
ORD-13593,2025-04-23,2025-04-24,2025-04-29,NY-01,South,Beauty,USPS,,On-Time
ORD-13594,2025-03-12,2025-03-13,2025-03-15,CA-02,Northeast,Electronics,DHL,12.86,On-Time
ORD-13595,2025-01-30,2025-02-01,2025-02-04,NY-01,South,Apparel,USPS,6.3,On-Time
ORD-13596,2025-05-15,2025-05-16,2025-05-20,IL-04,Midwest,Apparel,USPS,33.68,On-Time
ORD-13597,2025-03-08,2025-03-11,2025-03-19,IL-04,South,Sports,FedEx,17.1,Late
ORD-13598,2025-03-06,2025-03-07,2025-03-09,NY-01,Midwest,Home & Kitchen,FedEx,25.88,On-Time
ORD-13599,2025-02-05,2025-02-06,2025-02-12,TX-03,Northeast,Home & Kitchen,USPS,22.39,Late
ORD-13600,2025-01-25,2025-01-26,2025-01-29,CA-02,South,Home & Kitchen,UPS,12.87,On-Time
ORD-13601,2025-02-06,2025-02-09,2025-02-15,CA-02,Northeast,Sports,USPS,27.88,On-Time
ORD-13602,2025-01-01,2025-01-02,2025-01-05,NY-01,Northeast,Beauty,USPS,25.68,On-Time
ORD-13603,2025-05-23,2025-05-26,2025-05-29,TX-03,Midwest,Apparel,FedEx,33.09,On-Time
ORD-13604,2025-02-06,2025-02-08,2025-02-13,TX-03,South,Apparel,USPS,16.33,On-Time
ORD-13605,2025-05-21,2025-05-24,2025-05-28,NY-01,South,Beauty,FedEx,14.66,On-Time
ORD-13606,2025-05-16,2025-05-18,2025-05-21,CA-02,Northeast,Apparel,FedEx,41.65,On-Time
ORD-13607,2025-05-13,2025-05-14,2025-05-18,CA-02,Midwest,Apparel,UPS,36.6,On-Time
ORD-13608,2025-05-08,2025-05-11,2025-05-13,CA-02,Northeast,Home & Kitchen,FedEx,39.75,On-Time
ORD-13609,2025-05-07,2025-05-08,2025-05-11,TX-03,Northeast,Home & Kitchen,UPS,10.55,On-Time
ORD-13610,2025-01-01,2025-01-03,2025-01-06,NY-01,Northeast,Electronics,UPS,15.08,On-Time
ORD-13611,2025-06-13,2025-06-14,2025-06-19,TX-03,Northeast,Electronics,FedEx,30.9,On-Time
ORD-13612,2025-02-04,2025-02-07,2025-02-10,CA-02,South,Apparel,USPS,43.57,On-Time
ORD-13613,2025-04-14,2025-04-18,2025-04-22,TX-03,West,Home & Kitchen,UPS,45.15,On-Time
ORD-13614,2025-01-23,2025-01-25,2025-01-26,CA-02,South,Electronics,FedEx,42.44,On-Time
ORD-13615,2025-01-09,2025-01-11,2025-01-16,NY-01,Midwest,Electronics,FedEx,6.95,Late
ORD-13616,2025-02-03,2025-02-06,2025-02-12,CA-02,West,Home & Kitchen,USPS,41.94,Late
ORD-13617,2025-06-23,2025-06-24,2025-06-27,IL-04,Northeast,Electronics,USPS,45.46,On-Time
ORD-13618,2025-05-08,2025-05-12,2025-05-14,IL-04,South,Beauty,FedEx,7.55,On-Time
ORD-13619,2025-01-04,2025-01-05,2025-01-10,NY-01,West,Beauty,FedEx,23.73,On-Time
ORD-13620,2025-06-07,2025-06-12,2025-06-20,TX-03,Northeast,Home & Kitchen,USPS,29.15,On-Time
ORD-13621,2025-04-12,2025-04-15,2025-04-19,TX-03,South,Home & Kitchen,UPS,15.47,On-Time
ORD-13622,2025-03-16,2025-03-19,2025-03-23,TX-03,West,Electronics,FedEx,28.25,On-Time
ORD-13623,2025-04-09,2025-04-11,2025-04-16,CA-02,South,Apparel,UPS,44.87,Late
ORD-13624,2025-03-13,2025-03-15,2025-03-16,IL-04,West,Sports,UPS,44.01,On-Time
ORD-13625,2025-01-03,2025-01-05,2025-01-11,NY-01,Midwest,Beauty,USPS,47.29,On-Time
ORD-13626,2025-05-22,2025-05-23,2025-05-30,TX-03,South,Beauty,FedEx,26.78,Late
ORD-13627,2025-06-22,2025-06-24,2025-06-27,TX-03,South,Home & Kitchen,UPS,23.48,On-Time
ORD-13628,2025-02-03,2025-02-05,2025-02-08,NY-01,West,Apparel,FedEx,34.96,On-Time
ORD-13629,2025-02-14,2025-02-18,2025-02-20,CA-02,Midwest,Home & Kitchen,DHL,23.75,On-Time
ORD-13630,2025-03-02,2025-03-04,2025-03-11,TX-03,South,Electronics,USPS,6.89,On-Time
ORD-13631,2025-03-24,2025-03-25,2025-03-30,CA-02,Midwest,Apparel,USPS,37.4,On-Time
ORD-13632,2025-05-03,2025-05-04,2025-05-07,CA-02,Midwest,Electronics,UPS,17.64,On-Time
ORD-13633,2025-04-12,2025-04-14,2025-04-16,CA-02,South,Beauty,UPS,7.21,On-Time
ORD-13634,2025-01-16,2025-01-17,2025-01-20,TX-03,Northeast,Home & Kitchen,DHL,5.93,On-Time
ORD-13635,2025-03-07,2025-03-08,2025-03-10,TX-03,West,Home & Kitchen,FedEx,46.91,On-Time
ORD-13636,2025-06-17,2025-06-20,2025-06-29,NY-01,South,Sports,USPS,16.34,Late
ORD-13637,2025-05-25,2025-05-27,2025-06-02,NY-01,Midwest,Apparel,FedEx,25.16,Late
ORD-13638,2025-04-29,2025-05-01,2025-05-04,CA-02,West,Beauty,FedEx,47.78,On-Time
ORD-13639,2025-06-11,2025-06-12,2025-06-17,TX-03,South,Sports,UPS,26.04,On-Time
ORD-13640,2025-05-04,2025-05-07,2025-05-09,CA-02,West,Sports,USPS,8.54,On-Time
ORD-13641,2025-05-24,2025-05-25,2025-05-27,NY-01,West,Home & Kitchen,USPS,29.84,On-Time
ORD-13642,2025-04-12,2025-04-15,2025-04-17,CA-02,Midwest,Apparel,UPS,8.97,On-Time
ORD-13643,2025-03-07,2025-03-08,2025-03-09,IL-04,Northeast,Home & Kitchen,UPS,9.28,On-Time
ORD-13644,2025-01-13,2025-01-17,2025-01-19,CA-02,Northeast,Apparel,DHL,43.32,On-Time
ORD-13645,2025-04-21,2025-04-23,2025-04-26,TX-03,West,Sports,FedEx,18.02,On-Time
ORD-13646,2025-06-08,2025-06-10,2025-06-15,CA-02,Midwest,Electronics,USPS,35.54,On-Time
ORD-13647,2025-02-03,2025-02-05,2025-02-11,CA-02,Midwest,Beauty,UPS,27.9,Late
ORD-13648,2025-02-08,2025-02-10,2025-02-13,TX-03,South,Sports,UPS,15.0,On-Time
ORD-13649,2025-05-16,2025-05-17,2025-05-21,IL-04,West,Home & Kitchen,FedEx,28.3,On-Time
ORD-13650,2025-04-30,2025-05-03,2025-05-08,TX-03,South,Beauty,UPS,8.1,Late
ORD-13651,2025-05-06,2025-05-07,2025-05-08,NY-01,Midwest,Sports,FedEx,20.62,On-Time
ORD-13652,2025-02-24,2025-02-28,2025-03-04,IL-04,West,Apparel,FedEx,28.53,On-Time
ORD-13653,2025-01-27,2025-01-30,2025-02-04,IL-04,Northeast,Home & Kitchen,FedEx,15.28,On-Time
ORD-13654,2025-04-28,2025-04-29,2025-05-01,TX-03,Northeast,Sports,FedEx,34.71,On-Time
ORD-13655,2025-02-22,2025-02-25,2025-02-26,CA-02,South,Apparel,UPS,7.33,On-Time
ORD-13656,2025-02-08,2025-02-09,2025-02-14,NY-01,West,Apparel,USPS,26.82,On-Time
ORD-13657,2025-03-06,2025-03-07,2025-03-11,NY-01,Midwest,Apparel,FedEx,37.17,On-Time
ORD-13658,2025-05-25,2025-05-30,2025-06-02,IL-04,South,Beauty,UPS,24.35,On-Time
ORD-13659,2025-06-07,2025-06-09,2025-06-13,NY-01,Northeast,Home & Kitchen,UPS,44.36,On-Time
ORD-13660,2025-01-13,2025-01-15,2025-01-18,IL-04,Midwest,Apparel,UPS,33.45,On-Time
ORD-13661,2025-01-21,2025-01-22,2025-01-29,IL-04,West,Sports,USPS,48.13,Late
ORD-13662,2025-05-27,2025-05-28,2025-06-01,NY-01,Northeast,Apparel,UPS,17.79,On-Time
ORD-13663,2025-02-22,2025-02-27,2025-03-07,IL-04,Midwest,Home & Kitchen,USPS,47.25,On-Time
ORD-13664,2025-01-19,2025-01-20,2025-01-24,CA-02,Northeast,Beauty,UPS,32.31,On-Time
ORD-13665,2025-02-26,2025-02-27,2025-03-02,IL-04,West,Apparel,UPS,38.53,On-Time
ORD-13666,2025-01-25,2025-01-27,2025-02-01,CA-02,South,Sports,UPS,45.6,On-Time
ORD-13667,2025-01-31,2025-02-02,2025-02-10,CA-02,Midwest,Home & Kitchen,USPS,29.8,On-Time
ORD-13668,2025-03-22,2025-03-24,2025-03-26,CA-02,Midwest,Apparel,DHL,,On-Time
ORD-13669,2025-01-23,2025-01-24,2025-01-28,NY-01,West,Beauty,UPS,29.38,On-Time
ORD-13670,2025-02-01,2025-02-02,2025-02-06,CA-02,Northeast,Electronics,USPS,31.96,On-Time
ORD-13671,2025-03-15,2025-03-16,2025-03-22,NY-01,Northeast,Sports,FedEx,25.03,Late
ORD-13672,2025-01-10,2025-01-14,2025-01-16,TX-03,Northeast,Apparel,DHL,11.55,On-Time
ORD-13673,2025-02-23,2025-02-24,2025-02-26,CA-02,Midwest,Apparel,FedEx,29.91,On-Time
ORD-13674,2025-02-21,2025-02-24,2025-02-28,IL-04,Midwest,Electronics,FedEx,48.99,On-Time
ORD-13675,2025-05-28,2025-05-31,2025-06-03,TX-03,Northeast,Home & Kitchen,FedEx,40.42,On-Time
ORD-13676,2025-06-09,2025-06-12,2025-06-14,TX-03,Midwest,Electronics,DHL,38.64,On-Time
ORD-13677,2025-04-24,2025-04-28,2025-05-06,CA-02,South,Home & Kitchen,USPS,33.95,On-Time
ORD-13678,2025-01-14,2025-01-15,2025-01-21,NY-01,West,Apparel,DHL,20.66,Late
ORD-13679,2025-06-27,2025-06-28,2025-06-30,TX-03,West,Electronics,USPS,12.63,On-Time
ORD-13680,2025-06-05,2025-06-07,2025-06-08,CA-02,Midwest,Apparel,UPS,15.1,On-Time
ORD-13681,2025-04-20,2025-04-21,2025-04-23,TX-03,South,Electronics,DHL,5.28,On-Time
ORD-13682,2025-02-22,2025-02-25,2025-02-27,TX-03,South,Apparel,DHL,35.31,On-Time
ORD-13683,2025-06-01,2025-06-03,2025-06-08,CA-02,Northeast,Apparel,UPS,41.53,On-Time
ORD-13684,2025-03-20,2025-03-24,2025-03-27,IL-04,West,Apparel,FedEx,17.1,On-Time
ORD-13685,2025-01-22,2025-01-23,2025-01-31,IL-04,West,Beauty,UPS,9.13,Late
ORD-13686,2025-01-30,2025-02-03,2025-02-05,IL-04,West,Electronics,DHL,20.11,On-Time
ORD-13687,2025-01-04,2025-01-05,2025-01-12,TX-03,Midwest,Beauty,USPS,18.14,On-Time
ORD-13688,2025-02-28,2025-03-02,2025-03-04,NY-01,South,Apparel,USPS,25.29,On-Time
ORD-13689,2025-01-08,2025-01-10,2025-01-11,NY-01,Northeast,Sports,DHL,16.88,On-Time
ORD-13690,2025-01-12,2025-01-15,2025-01-21,TX-03,Midwest,Home & Kitchen,USPS,20.29,Late
ORD-13691,2025-04-29,2025-05-01,2025-05-07,TX-03,Northeast,Electronics,USPS,45.84,On-Time
ORD-13692,2025-06-08,2025-06-12,2025-06-19,CA-02,Midwest,Electronics,USPS,20.07,On-Time
ORD-13693,2025-02-03,2025-02-07,2025-02-15,NY-01,West,Home & Kitchen,FedEx,40.35,Late
ORD-13694,2025-03-23,2025-03-27,2025-04-01,TX-03,Northeast,Beauty,UPS,33.16,On-Time
ORD-13695,2025-04-08,2025-04-09,2025-04-12,IL-04,South,Home & Kitchen,UPS,20.19,On-Time
ORD-13696,2025-05-07,2025-05-11,2025-05-16,NY-01,South,Sports,USPS,41.8,On-Time
ORD-13697,2025-03-16,2025-03-19,2025-03-22,TX-03,Midwest,Apparel,UPS,31.78,On-Time
ORD-13698,2025-04-15,2025-04-16,2025-04-20,CA-02,West,Home & Kitchen,FedEx,5.39,On-Time
ORD-13699,2025-02-18,2025-02-19,2025-02-21,CA-02,Midwest,Home & Kitchen,FedEx,8.09,On-Time
ORD-13700,2025-03-20,2025-03-21,2025-03-27,NY-01,Northeast,Apparel,UPS,38.87,Late
ORD-13701,2025-04-03,2025-04-04,2025-04-05,IL-04,South,Electronics,UPS,25.09,On-Time
ORD-13702,2025-06-03,2025-06-05,2025-06-07,NY-01,South,Sports,FedEx,23.25,On-Time
ORD-13703,2025-01-18,2025-01-23,2025-01-24,TX-03,South,Home & Kitchen,FedEx,11.56,On-Time
ORD-13704,2025-04-06,2025-04-08,2025-04-13,IL-04,South,Home & Kitchen,UPS,12.08,On-Time
ORD-13705,2025-02-07,2025-02-09,2025-02-11,TX-03,Northeast,Electronics,FedEx,40.9,On-Time
ORD-13706,2025-03-28,2025-04-02,2025-04-06,IL-04,South,Sports,FedEx,42.31,On-Time
ORD-13707,2025-03-29,2025-03-30,2025-04-04,IL-04,Midwest,Apparel,UPS,30.2,Late
ORD-13708,2025-02-19,2025-02-23,2025-02-27,TX-03,South,Apparel,UPS,18.28,On-Time
ORD-13709,2025-01-08,2025-01-10,2025-01-13,NY-01,Northeast,Beauty,UPS,46.97,On-Time
ORD-13710,2025-06-18,2025-06-20,2025-06-23,CA-02,West,Sports,FedEx,33.08,On-Time
ORD-13711,2025-05-14,2025-05-15,2025-05-21,IL-04,West,Sports,USPS,40.85,On-Time
ORD-13712,2025-03-10,2025-03-12,2025-03-14,IL-04,South,Home & Kitchen,UPS,5.15,On-Time
ORD-13713,2025-06-21,2025-06-22,2025-06-23,CA-02,West,Beauty,FedEx,25.26,On-Time
ORD-13714,2025-05-01,2025-05-04,2025-05-08,NY-01,Northeast,Apparel,FedEx,44.19,On-Time
ORD-13715,2025-03-05,2025-03-06,2025-03-09,CA-02,South,Sports,FedEx,20.22,On-Time
ORD-13716,2025-06-06,2025-06-10,2025-06-13,NY-01,Northeast,Sports,FedEx,37.69,On-Time
ORD-13717,2025-06-05,2025-06-06,2025-06-09,IL-04,West,Electronics,FedEx,34.6,On-Time
ORD-13718,2025-05-19,2025-05-20,2025-05-24,IL-04,West,Apparel,UPS,11.85,On-Time
ORD-13719,2025-05-01,2025-05-03,2025-05-06,TX-03,South,Electronics,UPS,39.87,On-Time
ORD-13720,2025-03-06,2025-03-07,2025-03-10,NY-01,West,Beauty,UPS,10.06,On-Time
ORD-13721,2025-04-17,2025-04-20,2025-04-24,CA-02,South,Sports,USPS,37.76,On-Time
ORD-13722,2025-05-27,2025-06-01,2025-06-05,NY-01,South,Beauty,FedEx,49.59,On-Time
ORD-13723,2025-05-17,2025-05-20,2025-05-22,NY-01,Midwest,Electronics,DHL,48.11,On-Time
ORD-13724,2025-06-04,2025-06-05,2025-06-08,NY-01,Midwest,Apparel,FedEx,41.01,On-Time
ORD-13725,2025-06-11,2025-06-13,2025-06-17,NY-01,Midwest,Sports,UPS,29.05,On-Time
ORD-13726,2025-06-21,2025-06-23,2025-06-25,CA-02,Northeast,Apparel,FedEx,,On-Time
ORD-13727,2025-04-10,2025-04-13,2025-04-19,TX-03,West,Beauty,USPS,37.76,On-Time
ORD-13728,2025-03-23,2025-03-24,2025-03-29,IL-04,West,Home & Kitchen,UPS,5.38,On-Time
ORD-13729,2025-05-23,2025-05-25,2025-05-28,CA-02,Midwest,Apparel,FedEx,9.61,On-Time
ORD-13730,2025-02-20,2025-02-22,2025-02-25,CA-02,South,Apparel,UPS,31.87,On-Time
ORD-13731,2025-05-21,2025-05-22,2025-05-25,IL-04,South,Apparel,FedEx,5.29,On-Time
ORD-13732,2025-03-24,2025-03-25,2025-03-30,TX-03,South,Sports,USPS,45.9,On-Time
ORD-13733,2025-06-26,2025-06-28,2025-07-02,CA-02,South,Beauty,UPS,27.03,On-Time
ORD-13734,2025-04-22,2025-04-25,2025-05-01,IL-04,Northeast,Beauty,FedEx,16.6,Late
ORD-13735,2025-02-25,2025-03-01,2025-03-06,TX-03,West,Sports,UPS,22.72,On-Time
ORD-13736,2025-06-28,2025-06-30,2025-07-04,TX-03,Midwest,Apparel,FedEx,43.28,On-Time
ORD-13737,2025-06-14,2025-06-15,2025-06-19,NY-01,Northeast,Apparel,UPS,46.72,On-Time
ORD-13738,2025-05-25,2025-05-26,2025-05-30,CA-02,West,Home & Kitchen,FedEx,10.23,On-Time
ORD-13739,2025-06-06,2025-06-11,2025-06-15,TX-03,Northeast,Apparel,UPS,40.01,On-Time
ORD-13740,2025-06-10,2025-06-15,2025-06-16,CA-02,South,Electronics,DHL,31.02,On-Time
ORD-13741,2025-03-01,2025-03-05,,IL-04,Northeast,Apparel,FedEx,31.35,Lost
ORD-13742,2025-04-30,2025-05-03,2025-05-06,CA-02,Northeast,Home & Kitchen,DHL,40.08,On-Time
ORD-13743,2025-05-18,2025-05-19,2025-05-23,TX-03,South,Electronics,UPS,15.03,On-Time
ORD-13744,2025-06-24,2025-06-27,2025-06-30,IL-04,South,Home & Kitchen,FedEx,28.9,On-Time
ORD-13745,2025-01-23,2025-01-25,2025-01-29,IL-04,Midwest,Home & Kitchen,UPS,19.37,On-Time
ORD-13746,2025-05-29,2025-05-30,2025-06-01,NY-01,Midwest,Beauty,USPS,9.25,On-Time
ORD-13747,2025-01-13,2025-01-16,2025-01-18,IL-04,West,Sports,UPS,9.73,On-Time
ORD-13748,2025-04-11,2025-04-12,2025-04-17,TX-03,Midwest,Home & Kitchen,FedEx,11.14,Late
ORD-13749,2025-06-10,2025-06-11,2025-06-14,NY-01,Midwest,Apparel,FedEx,32.67,On-Time
ORD-13750,2025-01-24,2025-01-26,2025-02-02,TX-03,West,Beauty,USPS,9.76,On-Time
ORD-13751,2025-04-18,2025-04-20,2025-04-25,TX-03,Northeast,Electronics,UPS,30.65,On-Time
ORD-13752,2025-01-11,2025-01-15,2025-01-19,NY-01,Northeast,Sports,UPS,31.47,On-Time
ORD-13753,2025-01-17,2025-01-18,2025-01-20,NY-01,Northeast,Beauty,FedEx,45.68,On-Time
ORD-13754,2025-06-24,2025-06-25,2025-07-01,CA-02,South,Home & Kitchen,USPS,33.19,On-Time
ORD-13755,2025-01-25,2025-01-26,2025-01-28,TX-03,West,Beauty,DHL,49.35,On-Time
ORD-13756,2025-04-04,2025-04-05,2025-04-08,CA-02,Northeast,Apparel,FedEx,6.39,On-Time
ORD-13757,2025-01-21,2025-01-22,2025-01-26,IL-04,Midwest,Apparel,FedEx,36.69,On-Time
ORD-13758,2025-03-25,2025-03-27,2025-04-01,IL-04,Midwest,Apparel,USPS,6.19,On-Time
ORD-13759,2025-05-20,2025-05-22,2025-05-25,CA-02,Midwest,Sports,USPS,37.82,On-Time
ORD-13760,2025-02-06,2025-02-09,2025-02-11,NY-01,West,Beauty,UPS,22.36,On-Time
ORD-13761,2025-02-11,2025-02-16,2025-02-19,IL-04,West,Beauty,DHL,,On-Time
ORD-13762,2025-05-25,2025-05-27,2025-05-30,NY-01,Midwest,Home & Kitchen,UPS,18.93,On-Time
ORD-13763,2025-04-11,2025-04-12,2025-04-16,CA-02,South,Electronics,FedEx,12.16,On-Time
ORD-13764,2025-02-17,2025-02-18,2025-02-22,NY-01,South,Apparel,USPS,37.56,On-Time
ORD-13765,2025-04-13,2025-04-17,2025-04-21,TX-03,Northeast,Electronics,UPS,45.71,On-Time
ORD-13766,2025-01-28,2025-01-30,2025-02-05,IL-04,Northeast,Electronics,DHL,13.26,Late
ORD-13767,2025-02-10,2025-02-13,2025-02-17,NY-01,Northeast,Apparel,FedEx,46.43,On-Time
ORD-13768,2025-04-09,2025-04-13,2025-04-20,NY-01,Northeast,Apparel,UPS,11.31,Late
ORD-13769,2025-02-16,2025-02-20,2025-02-23,TX-03,Northeast,Home & Kitchen,USPS,38.1,On-Time
ORD-13770,2025-05-26,2025-05-30,2025-06-03,NY-01,West,Sports,FedEx,48.18,On-Time
ORD-13771,2025-04-15,2025-04-17,2025-04-19,CA-02,West,Apparel,UPS,11.63,On-Time
ORD-13772,2025-05-04,2025-05-05,2025-05-08,CA-02,South,Electronics,USPS,24.58,On-Time
ORD-13773,2025-01-13,2025-01-18,2025-01-23,CA-02,South,Home & Kitchen,UPS,20.19,On-Time
ORD-13774,2025-05-21,2025-05-23,2025-05-26,IL-04,West,Beauty,UPS,22.48,On-Time
ORD-13775,2025-04-10,2025-04-11,2025-04-15,NY-01,South,Home & Kitchen,USPS,38.89,On-Time
ORD-13776,2025-01-31,2025-02-02,2025-02-04,IL-04,Midwest,Apparel,FedEx,34.75,On-Time
ORD-13777,2025-05-10,2025-05-12,2025-05-15,IL-04,South,Apparel,DHL,48.59,On-Time
ORD-13778,2025-01-16,2025-01-20,2025-01-26,NY-01,Midwest,Sports,USPS,13.35,On-Time
ORD-13779,2025-05-17,2025-05-19,2025-05-21,NY-01,Midwest,Home & Kitchen,UPS,29.45,On-Time
ORD-13780,2025-03-14,2025-03-15,2025-03-18,CA-02,Northeast,Apparel,UPS,25.21,On-Time
ORD-13781,2025-06-15,2025-06-20,2025-06-22,IL-04,South,Electronics,DHL,46.35,On-Time
ORD-13782,2025-02-23,2025-02-26,2025-03-02,IL-04,Midwest,Electronics,FedEx,,On-Time
ORD-13783,2025-04-10,2025-04-12,2025-04-16,NY-01,South,Home & Kitchen,FedEx,49.51,On-Time
ORD-13784,2025-04-19,2025-04-20,2025-04-23,IL-04,South,Sports,FedEx,26.59,On-Time
ORD-13785,2025-03-28,2025-03-29,2025-04-01,TX-03,West,Home & Kitchen,FedEx,33.15,On-Time
ORD-13786,2025-06-22,2025-06-24,2025-06-30,NY-01,West,Sports,UPS,21.2,On-Time
ORD-13787,2025-06-11,2025-06-12,2025-06-15,CA-02,Northeast,Electronics,DHL,43.36,On-Time
ORD-13788,2025-05-17,2025-05-18,2025-05-23,TX-03,South,Apparel,USPS,30.29,On-Time
ORD-13789,2025-01-08,2025-01-11,2025-01-14,TX-03,West,Beauty,FedEx,34.83,On-Time
ORD-13790,2025-01-07,2025-01-09,2025-01-15,CA-02,Midwest,Apparel,UPS,34.2,On-Time
ORD-13791,2025-02-05,2025-02-07,2025-02-09,TX-03,Midwest,Electronics,UPS,21.38,On-Time
ORD-13792,2025-01-18,2025-01-19,2025-01-22,TX-03,Northeast,Electronics,FedEx,8.42,On-Time
ORD-13793,2025-01-03,2025-01-05,2025-01-11,TX-03,Midwest,Apparel,USPS,41.35,On-Time
ORD-13794,2025-01-28,2025-01-31,2025-02-07,IL-04,South,Apparel,USPS,18.04,On-Time
ORD-13795,2025-03-11,2025-03-12,2025-03-16,TX-03,Midwest,Electronics,USPS,43.2,On-Time
ORD-13796,2025-06-21,2025-06-22,2025-06-25,TX-03,Northeast,Apparel,UPS,32.39,On-Time
ORD-13797,2025-05-29,2025-05-31,2025-06-04,NY-01,Northeast,Beauty,UPS,20.92,On-Time
ORD-13798,2025-01-28,2025-02-02,2025-02-08,CA-02,Midwest,Beauty,FedEx,31.74,On-Time
ORD-13799,2025-02-23,2025-02-25,2025-03-02,IL-04,South,Home & Kitchen,UPS,34.05,On-Time
ORD-13800,2025-03-06,2025-03-07,2025-03-13,IL-04,West,Beauty,UPS,36.8,On-Time
ORD-13801,2025-04-10,2025-04-11,2025-04-13,CA-02,South,Electronics,DHL,42.01,On-Time
ORD-13802,2025-01-21,2025-01-25,2025-02-02,IL-04,South,Electronics,USPS,12.19,On-Time
ORD-13803,2025-01-13,2025-01-14,2025-01-16,IL-04,South,Home & Kitchen,DHL,47.49,On-Time
ORD-13804,2025-02-26,2025-02-28,2025-03-05,IL-04,Midwest,Sports,USPS,23.49,On-Time
ORD-13805,2025-02-18,2025-02-20,2025-02-23,NY-01,West,Home & Kitchen,FedEx,43.72,On-Time
ORD-13806,2025-04-28,2025-04-29,2025-05-02,NY-01,South,Sports,UPS,14.92,On-Time
ORD-13807,2025-02-23,2025-02-26,2025-02-27,IL-04,West,Sports,FedEx,6.31,On-Time
ORD-13808,2025-05-18,2025-05-21,2025-05-23,CA-02,Northeast,Apparel,FedEx,30.8,On-Time
